ID,Weekly_Sales
1_26_2012-11-09,7570.904
1_27_2012-11-09,1755.4442000000004
1_28_2012-11-09,733.8043000000001
1_29_2012-11-09,4611.454700000001
1_30_2012-11-09,2530.4201000000003
1_31_2012-11-09,1674.4939999999995
1_32_2012-11-09,6497.355099999999
1_33_2012-11-09,6585.899099999998
1_34_2012-11-09,10946.362700000003
1_35_2012-11-09,2495.2125999999994
1_36_2012-11-09,1411.4110999999998
1_37_2012-11-09,2963.9078999999992
1_38_2012-11-09,80912.26460000002
1_40_2012-11-09,60430.0055
1_41_2012-11-09,1106.6671
1_42_2012-11-09,8193.107399999995
1_44_2012-11-09,5791.694399999992
1_46_2012-11-09,18469.12509999999
1_48_2012-11-09,2044.21
1_49_2012-11-09,10087.411799999996
1_52_2012-11-09,2030.8251000000007
1_55_2012-11-09,25360.441999999992
1_56_2012-11-09,1105.1047000000003
1_58_2012-11-09,3935.2093999999993
1_59_2012-11-09,642.8584000000004
1_60_2012-11-09,1151.2799999999993
1_67_2012-11-09,6094.602499999999
1_71_2012-11-09,2398.0126000000005
1_72_2012-11-09,45635.001599999974
1_74_2012-11-09,9811.061599999997
1_79_2012-11-09,40563.82089999999
1_80_2012-11-09,19361.992499999986
1_81_2012-11-09,31003.99159999997
1_82_2012-11-09,20134.422200000008
1_83_2012-11-09,6327.1365000000005
1_85_2012-11-09,3006.6845000000008
1_87_2012-11-09,55970.35189999999
1_90_2012-11-09,92472.5974
1_91_2012-11-09,72266.04040000007
1_92_2012-11-09,159689.02200000006
1_93_2012-11-09,83120.83869999995
1_94_2012-11-09,61169.243699999955
1_95_2012-11-09,116846.45530000002
1_96_2012-11-09,33621.734599999996
1_97_2012-11-09,36668.03329999999
1_98_2012-11-09,13300.121099999991
1_99_2012-11-09,75.72670000000005
1_1_2012-11-16,19094.014200000005
1_2_2012-11-16,44548.80759999997
1_3_2012-11-16,10326.953199999996
1_4_2012-11-16,36686.17730000003
1_5_2012-11-16,27008.405700000007
1_6_2012-11-16,3561.1396999999993
1_7_2012-11-16,23643.048000000013
1_8_2012-11-16,36707.85360000002
1_9_2012-11-16,33231.59079999999
1_10_2012-11-16,31271.76769999998
1_11_2012-11-16,23983.838399999997
1_12_2012-11-16,8678.260199999997
1_13_2012-11-16,38271.52299999999
1_14_2012-11-16,16774.127099999994
1_16_2012-11-16,5623.929100000001
1_17_2012-11-16,8814.624200000002
1_18_2012-11-16,13292.824199999992
1_19_2012-11-16,1005.9606000000002
1_20_2012-11-16,3299.267800000002
1_21_2012-11-16,7771.4883
1_22_2012-11-16,6955.647700000004
1_23_2012-11-16,22301.908
1_24_2012-11-16,6099.5476
1_25_2012-11-16,10068.68009999999
1_26_2012-11-16,7238.620800000008
1_27_2012-11-16,1840.7162000000017
1_28_2012-11-16,728.1264
1_29_2012-11-16,5014.754400000001
1_30_2012-11-16,2350.483400000001
1_31_2012-11-16,1605.6714999999997
1_32_2012-11-16,5849.545099999998
1_33_2012-11-16,6021.069500000001
1_34_2012-11-16,11529.189799999998
1_35_2012-11-16,2530.278499999998
1_36_2012-11-16,1714.1057
1_37_2012-11-16,2609.296500000001
1_38_2012-11-16,77543.2206
1_40_2012-11-16,59064.981900000035
1_41_2012-11-16,1124.4157999999998
1_42_2012-11-16,7654.190499999997
1_44_2012-11-16,5722.569699999997
1_46_2012-11-16,17980.285999999993
1_48_2012-11-16,1997.3798000000002
1_49_2012-11-16,9788.011399999994
1_52_2012-11-16,2019.5906000000011
1_54_2012-11-16,40.521400000000035
1_55_2012-11-16,16104.1894
1_56_2012-11-16,1136.761800000001
1_58_2012-11-16,3894.0597
1_59_2012-11-16,712.9902000000002
1_60_2012-11-16,889.9219999999997
1_67_2012-11-16,6438.398100000002
1_71_2012-11-16,2073.9365000000003
1_72_2012-11-16,44182.8892
1_74_2012-11-16,9599.0233
1_79_2012-11-16,32349.007
1_80_2012-11-16,19198.4
1_81_2012-11-16,30682.479000000007
1_82_2012-11-16,20344.650999999983
1_83_2012-11-16,5674.113399999997
1_85_2012-11-16,3210.8540000000003
1_87_2012-11-16,48246.130299999975
1_90_2012-11-16,93616.69420000004
1_91_2012-11-16,67249.3504
1_92_2012-11-16,162809.71720000016
1_93_2012-11-16,83842.16269999994
1_94_2012-11-16,61351.70379999998
1_95_2012-11-16,116659.16659999998
1_96_2012-11-16,32088.62049999999
1_97_2012-11-16,36650.33260000002
1_98_2012-11-16,13543.722200000007
1_1_2012-11-23,20202.790299999997
1_2_2012-11-23,46823.48549999999
1_3_2012-11-23,13197.80820000001
1_4_2012-11-23,45308.96160000002
1_5_2012-11-23,78079.74170000001
1_6_2012-11-23,23716.01189999999
1_7_2012-11-23,83928.49209999997
1_8_2012-11-23,36899.445800000016
1_9_2012-11-23,42125.88710000003
1_10_2012-11-23,32152.80969999998
1_11_2012-11-23,29553.057500000024
1_12_2012-11-23,9211.455399999992
1_13_2012-11-23,37839.63989999998
1_14_2012-11-23,54991.37409999999
1_16_2012-11-23,7746.56
1_17_2012-11-23,13911.024599999999
1_18_2012-11-23,34040.1364
1_19_2012-11-23,1177.4549999999992
1_20_2012-11-23,5683.4144000000015
1_21_2012-11-23,9505.7162
1_22_2012-11-23,19436.791800000017
1_23_2012-11-23,33205.77330000002
1_24_2012-11-23,13041.422999999986
1_25_2012-11-23,12005.816699999992
1_26_2012-11-23,8976.104800000006
1_27_2012-11-23,2795.8405000000034
1_28_2012-11-23,809.1439999999999
1_29_2012-11-23,5783.115800000002
1_30_2012-11-23,2663.5859999999993
1_31_2012-11-23,1689.2672999999988
1_32_2012-11-23,10347.630799999999
1_33_2012-11-23,11694.035199999993
1_34_2012-11-23,14499.513600000008
1_35_2012-11-23,2859.5653999999986
1_36_2012-11-23,2291.433200000001
1_37_2012-11-23,2641.5166000000013
1_38_2012-11-23,65493.20180000002
1_40_2012-11-23,58574.59099999997
1_41_2012-11-23,2671.8084000000013
1_42_2012-11-23,7335.1427
1_44_2012-11-23,7709.9670000000015
1_46_2012-11-23,19034.866100000007
1_48_2012-11-23,3251.9592999999995
1_49_2012-11-23,9011.884500000004
1_52_2012-11-23,3353.9872999999993
1_54_2012-11-23,43.99310000000004
1_55_2012-11-23,47410.124700000015
1_56_2012-11-23,1751.2735999999982
1_58_2012-11-23,4287.63
1_59_2012-11-23,1478.3992999999987
1_60_2012-11-23,1027.3320000000008
1_67_2012-11-23,6711.5120000000015
1_71_2012-11-23,4711.934599999999
1_72_2012-11-23,278521.07310000015
1_74_2012-11-23,18529.947399999986
1_79_2012-11-23,32004.591399999987
1_80_2012-11-23,18223.356300000014
1_81_2012-11-23,30672.866700000013
1_82_2012-11-23,22550.98710000001
1_83_2012-11-23,5140.251999999996
1_85_2012-11-23,3867.9047999999984
1_87_2012-11-23,46745.13910000004
1_90_2012-11-23,96183.12859999992
1_91_2012-11-23,61870.12829999999
1_92_2012-11-23,167447.2152999999
1_93_2012-11-23,81700.19780000002
1_94_2012-11-23,69587.58170000001
1_95_2012-11-23,113396.31340000012
1_96_2012-11-23,39226.13960000002
1_97_2012-11-23,35048.579800000036
1_98_2012-11-23,18976.481500000013
1_99_2012-11-23,2590.6453
1_1_2012-11-30,29378.28670000001
1_2_2012-11-30,47357.63259999997
1_3_2012-11-30,12417.329200000015
1_4_2012-11-30,44652.457400000014
1_5_2012-11-30,60160.97900000001
1_6_2012-11-30,14549.525199999996
1_7_2012-11-30,65000.64009999996
1_8_2012-11-30,37239.276099999995
1_9_2012-11-30,38626.47810000001
1_10_2012-11-30,31075.839899999984
1_11_2012-11-30,28227.852000000017
1_12_2012-11-30,8117.703199999996
1_13_2012-11-30,37194.799599999984
1_14_2012-11-30,36771.20590000003
1_16_2012-11-30,6573.338699999998
1_17_2012-11-30,12861.802200000004
1_18_2012-11-30,29650.11120000002
1_19_2012-11-30,1366.5963999999994
1_20_2012-11-30,4324.004900000003
1_21_2012-11-30,8805.565899999998
1_22_2012-11-30,15202.099500000006
1_23_2012-11-30,33673.9631
1_24_2012-11-30,10630.231300000001
1_25_2012-11-30,11468.274699999998
1_26_2012-11-30,7770.199799999999
1_27_2012-11-30,3326.8097000000007
1_28_2012-11-30,859.6261000000003
1_29_2012-11-30,5316.913200000003
1_30_2012-11-30,2554.9307999999983
1_31_2012-11-30,1728.1418999999992
1_32_2012-11-30,9947.994799999993
1_33_2012-11-30,10148.382599999999
1_34_2012-11-30,13609.377500000008
1_35_2012-11-30,2751.344899999999
1_36_2012-11-30,2057.3233
1_37_2012-11-30,2436.0641000000005
1_38_2012-11-30,69047.61999999998
1_40_2012-11-30,59237.24669999998
1_41_2012-11-30,2367.6927
1_42_2012-11-30,7087.171900000003
1_44_2012-11-30,7159.5508000000045
1_45_2012-11-30,33.53569999999999
1_46_2012-11-30,18778.969900000004
1_48_2012-11-30,2920.8196
1_49_2012-11-30,9446.213899999999
1_52_2012-11-30,2689.3379000000014
1_54_2012-11-30,48.98810000000005
1_55_2012-11-30,35445.918200000044
1_56_2012-11-30,1153.2764000000002
1_58_2012-11-30,4175.95
1_59_2012-11-30,1374.3993999999993
1_60_2012-11-30,1269.2040000000002
1_67_2012-11-30,6656.265800000002
1_71_2012-11-30,3046.9216
1_72_2012-11-30,166445.96969999996
1_74_2012-11-30,10027.214699999993
1_79_2012-11-30,30126.01750000001
1_80_2012-11-30,18269.787600000007
1_81_2012-11-30,29768.73200000001
1_82_2012-11-30,22877.595299999997
1_83_2012-11-30,5168.853999999996
1_85_2012-11-30,3923.757099999999
1_87_2012-11-30,47500.799800000015
1_90_2012-11-30,89466.1765
1_91_2012-11-30,58610.676699999996
1_92_2012-11-30,155651.6727
1_93_2012-11-30,75294.1298
1_94_2012-11-30,69176.86469999995
1_95_2012-11-30,105697.65039999998
1_96_2012-11-30,36121.3435
1_97_2012-11-30,33134.76530000002
1_98_2012-11-30,15580.068200000012
1_99_2012-11-30,2529.6455000000005
1_1_2012-12-07,55111.25789999995
1_2_2012-12-07,48282.3722
1_3_2012-12-07,16006.29020000001
1_4_2012-12-07,44493.69590000002
1_5_2012-12-07,63253.063999999955
1_6_2012-12-07,8333.571200000004
1_7_2012-12-07,76129.64789999998
1_8_2012-12-07,42862.0699
1_9_2012-12-07,37216.1709
1_10_2012-12-07,31791.92559999999
1_11_2012-12-07,32319.335500000023
1_12_2012-12-07,10422.759000000007
1_13_2012-12-07,41340.81149999998
1_14_2012-12-07,40803.84030000004
1_16_2012-12-07,7338.180299999998
1_17_2012-12-07,12857.6501
1_18_2012-12-07,82883.30280000003
1_19_2012-12-07,1342.993699999999
1_20_2012-12-07,4579.109500000004
1_21_2012-12-07,9713.620699999998
1_22_2012-12-07,14165.245100000006
1_23_2012-12-07,45481.55540000001
1_24_2012-12-07,12812.159499999994
1_25_2012-12-07,11163.460699999998
1_26_2012-12-07,8271.827899999995
1_27_2012-12-07,4956.058400000003
1_28_2012-12-07,820.2901
1_29_2012-12-07,10693.5657
1_30_2012-12-07,2430.710599999999
1_31_2012-12-07,5133.1404
1_32_2012-12-07,21888.632999999994
1_33_2012-12-07,15887.513500000003
1_34_2012-12-07,13631.577
1_35_2012-12-07,2731.6653999999985
1_36_2012-12-07,1987.2678000000005
1_37_2012-12-07,2781.5934999999986
1_38_2012-12-07,81239.4326
1_40_2012-12-07,61869.63839999998
1_41_2012-12-07,1572.010900000001
1_42_2012-12-07,7252.0359999999955
1_44_2012-12-07,7693.2337
1_45_2012-12-07,22.172800000000016
1_46_2012-12-07,22200.245
1_48_2012-12-07,1970.74
1_49_2012-12-07,9912.6702
1_52_2012-12-07,3004.2420000000025
1_54_2012-12-07,45.88640000000005
1_55_2012-12-07,27432.43329999997
1_56_2012-12-07,1561.7196999999994
1_58_2012-12-07,4046.0881999999997
1_59_2012-12-07,4662.161599999999
1_60_2012-12-07,1327.9000000000003
1_67_2012-12-07,11214.942000000003
1_71_2012-12-07,2907.4384999999993
1_72_2012-12-07,146036.1962
1_74_2012-12-07,10429.803100000003
1_79_2012-12-07,41834.87239999999
1_80_2012-12-07,20500.090500000013
1_81_2012-12-07,32866.940600000016
1_82_2012-12-07,32664.894900000003
1_83_2012-12-07,6057.878799999995
1_85_2012-12-07,5940.394500000007
1_87_2012-12-07,58485.78269999999
1_90_2012-12-07,95361.74780000003
1_91_2012-12-07,71144.82010000001
1_92_2012-12-07,159854.72810000007
1_93_2012-12-07,84270.89259999995
1_94_2012-12-07,62054.3631
1_95_2012-12-07,119296.95300000007
1_96_2012-12-07,36466.95109999999
1_97_2012-12-07,38246.11349999999
1_98_2012-12-07,14799.340200000008
1_99_2012-12-07,1469.8025
1_1_2012-12-14,44603.903000000006
1_2_2012-12-14,49540.34999999997
1_3_2012-12-14,12264.901600000001
1_4_2012-12-14,38643.77730000003
1_5_2012-12-14,43050.2936
1_6_2012-12-14,8145.096400000007
1_7_2012-12-14,79966.15820000002
1_8_2012-12-14,36988.97509999998
1_9_2012-12-14,28406.91540000002
1_10_2012-12-14,30510.53199999999
1_11_2012-12-14,31662.245500000005
1_12_2012-12-14,7869.714599999995
1_13_2012-12-14,36969.83169999999
1_14_2012-12-14,23575.145800000006
1_16_2012-12-14,5221.876199999998
1_17_2012-12-14,11358.155299999999
1_18_2012-12-14,33642.27280000003
1_19_2012-12-14,1442.152599999999
1_20_2012-12-14,3298.5038999999997
1_21_2012-12-14,9854.962099999999
1_22_2012-12-14,10524.364700000002
1_23_2012-12-14,35261.24339999999
1_24_2012-12-14,11949.249199999995
1_25_2012-12-14,11395.718700000005
1_26_2012-12-14,8810.159199999993
1_27_2012-12-14,3228.7996
1_28_2012-12-14,794.1947
1_29_2012-12-14,8025.850600000001
1_30_2012-12-14,2450.994800000001
1_31_2012-12-14,3784.7391
1_32_2012-12-14,15316.490500000009
1_33_2012-12-14,10988.641999999998
1_34_2012-12-14,13957.754900000002
1_35_2012-12-14,2971.9493999999995
1_36_2012-12-14,2623.516000000001
1_37_2012-12-14,2464.0831000000007
1_38_2012-12-14,77410.30240000002
1_40_2012-12-14,60930.645900000025
1_41_2012-12-14,1953.5489000000002
1_42_2012-12-14,6636.526999999998
1_44_2012-12-14,7435.884999999998
1_46_2012-12-14,31913.7495
1_48_2012-12-14,2053.07
1_49_2012-12-14,9746.0604
1_52_2012-12-14,2955.660400000002
1_54_2012-12-14,82.09640000000007
1_55_2012-12-14,21854.475500000004
1_56_2012-12-14,1588.9862999999987
1_58_2012-12-14,4450.4394
1_59_2012-12-14,3685.9368999999992
1_60_2012-12-14,1471.2999999999997
1_67_2012-12-14,10663.958299999993
1_71_2012-12-14,2772.7826999999997
1_72_2012-12-14,57289.37709999998
1_74_2012-12-14,9736.545100000007
1_79_2012-12-14,32886.008300000016
1_80_2012-12-14,19908.01700000001
1_81_2012-12-14,30739.42469999999
1_82_2012-12-14,34167.621699999996
1_83_2012-12-14,6054.4348999999975
1_85_2012-12-14,6968.54850000001
1_87_2012-12-14,46764.32900000001
1_90_2012-12-14,94902.40200000006
1_91_2012-12-14,67257.46539999997
1_92_2012-12-14,162383.6203000001
1_93_2012-12-14,80908.52239999991
1_94_2012-12-14,58057.30090000001
1_95_2012-12-14,117595.2473000001
1_96_2012-12-14,33149.58579999999
1_97_2012-12-14,36726.734800000006
1_98_2012-12-14,17119.127200000014
1_99_2012-12-14,991.4408999999999
1_1_2012-12-21,64259.01250000005
1_2_2012-12-21,55778.10280000002
1_3_2012-12-21,16581.113699999998
1_4_2012-12-21,45800.37820000003
1_5_2012-12-21,63639.80189999998
1_6_2012-12-21,17748.667000000005
1_7_2012-12-21,195718.74690000003
1_8_2012-12-21,44379.50220000001
1_9_2012-12-21,43634.47559999998
1_10_2012-12-21,32215.869599999998
1_11_2012-12-21,32295.36699999999
1_12_2012-12-21,9624.796800000002
1_13_2012-12-21,37106.78360000001
1_14_2012-12-21,63221.3438
1_16_2012-12-21,6679.6638
1_17_2012-12-21,18072.163200000003
1_18_2012-12-21,28346.800700000007
1_19_2012-12-21,2055.1174000000005
1_20_2012-12-21,5056.044899999997
1_21_2012-12-21,11349.791200000003
1_22_2012-12-21,18413.61390000001
1_23_2012-12-21,64837.277200000026
1_24_2012-12-21,15038.243499999991
1_25_2012-12-21,14368.85039999999
1_26_2012-12-21,11801.7434
1_27_2012-12-21,6125.453499999999
1_28_2012-12-21,876.4027000000002
1_29_2012-12-21,13219.130299999992
1_30_2012-12-21,2587.5129000000015
1_31_2012-12-21,5995.072599999998
1_32_2012-12-21,45275.5786
1_33_2012-12-21,17670.355099999997
1_34_2012-12-21,14382.342200000005
1_35_2012-12-21,3254.9173999999994
1_36_2012-12-21,3604.4440999999993
1_37_2012-12-21,2654.1204000000002
1_38_2012-12-21,70475.92060000001
1_40_2012-12-21,60316.468499999995
1_41_2012-12-21,3973.8928000000014
1_42_2012-12-21,7078.937799999999
1_44_2012-12-21,7736.643599999999
1_46_2012-12-21,44807.38819999997
1_47_2012-12-21,-57.205
1_48_2012-12-21,2903.47
1_49_2012-12-21,9948.915400000002
1_52_2012-12-21,3242.899100000001
1_54_2012-12-21,79.70460000000007
1_55_2012-12-21,35822.15779999997
1_56_2012-12-21,956.8408999999992
1_58_2012-12-21,4096.4493999999995
1_59_2012-12-21,5100.341199999999
1_60_2012-12-21,1344.9640000000009
1_67_2012-12-21,15877.850600000003
1_71_2012-12-21,4171.9596
1_72_2012-12-21,137178.46640000003
1_74_2012-12-21,14302.253899999985
1_79_2012-12-21,31957.986700000023
1_80_2012-12-21,20240.684100000028
1_81_2012-12-21,30983.189300000002
1_82_2012-12-21,48634.90180000005
1_83_2012-12-21,5775.2522999999965
1_85_2012-12-21,7719.307800000009
1_87_2012-12-21,48132.321500000005
1_90_2012-12-21,93064.3828
1_91_2012-12-21,64169.891999999956
1_92_2012-12-21,167177.27050000007
1_93_2012-12-21,87922.84479999995
1_94_2012-12-21,69465.49830000004
1_95_2012-12-21,118577.26880000012
1_96_2012-12-21,37243.8426
1_97_2012-12-21,36679.56820000001
1_98_2012-12-21,17494.342300000015
1_99_2012-12-21,1471.4901
1_1_2012-12-28,22214.7791
1_2_2012-12-28,46691.94570000002
1_3_2012-12-28,10345.855199999996
1_4_2012-12-28,38814.316600000035
1_5_2012-12-28,50759.303499999965
1_6_2012-12-28,14829.834600000004
1_7_2012-12-28,75371.35890000002
1_8_2012-12-28,39205.639599999966
1_9_2012-12-28,32415.9544
1_10_2012-12-28,29273.14509999998
1_11_2012-12-28,26579.784700000004
1_12_2012-12-28,7989.726399999998
1_13_2012-12-28,36045.96690000002
1_14_2012-12-28,32586.94570000002
1_16_2012-12-28,5305.234300000004
1_17_2012-12-28,12737.00749999999
1_18_2012-12-28,24163.898899999997
1_19_2012-12-28,1806.7915000000003
1_20_2012-12-28,4648.570300000004
1_21_2012-12-28,8505.1867
1_22_2012-12-28,13407.9086
1_23_2012-12-28,32989.09799999999
1_24_2012-12-28,8900.948300000005
1_25_2012-12-28,11205.503500000006
1_26_2012-12-28,7733.826599999995
1_27_2012-12-28,2152.254899999998
1_28_2012-12-28,768.6787000000004
1_29_2012-12-28,7336.217699999992
1_30_2012-12-28,2462.510500000001
1_31_2012-12-28,2448.7246
1_32_2012-12-28,13460.257399999986
1_33_2012-12-28,6811.864900000001
1_34_2012-12-28,11675.668999999993
1_35_2012-12-28,2712.637299999998
1_36_2012-12-28,2603.2249999999995
1_37_2012-12-28,2548.2366999999986
1_38_2012-12-28,67292.53400000004
1_40_2012-12-28,57890.27859999993
1_41_2012-12-28,1966.7763999999997
1_42_2012-12-28,6959.737900000002
1_44_2012-12-28,5744.104999999999
1_46_2012-12-28,26850.06649999999
1_48_2012-12-28,2715.593
1_49_2012-12-28,11847.095299999988
1_52_2012-12-28,2411.9670000000006
1_54_2012-12-28,75.44620000000008
1_55_2012-12-28,29771.07000000003
1_56_2012-12-28,730.5309
1_58_2012-12-28,3782.76
1_59_2012-12-28,5486.1596
1_60_2012-12-28,614.2219999999995
1_67_2012-12-28,6587.356299999999
1_71_2012-12-28,3581.863300000004
1_72_2012-12-28,67604.0481
1_74_2012-12-28,14142.105599999999
1_79_2012-12-28,29172.67800000004
1_80_2012-12-28,17949.63980000002
1_81_2012-12-28,28406.067699999996
1_82_2012-12-28,34599.352199999965
1_83_2012-12-28,5039.648399999998
1_85_2012-12-28,4539.156799999994
1_87_2012-12-28,47357.46800000001
1_90_2012-12-28,90072.20240000002
1_91_2012-12-28,52351.78629999994
1_92_2012-12-28,147917.47600000002
1_93_2012-12-28,59994.78709999998
1_94_2012-12-28,54382.77739999999
1_95_2012-12-28,99443.62200000005
1_96_2012-12-28,36508.2369
1_97_2012-12-28,32724.345800000006
1_98_2012-12-28,13732.980400000011
1_99_2012-12-28,458.441
1_1_2013-01-04,18198.117399999985
1_2_2013-01-04,45975.04379999999
1_3_2013-01-04,13320.868200000004
1_4_2013-01-04,38087.527100000036
1_5_2013-01-04,25244.583400000014
1_6_2013-01-04,2710.5316000000007
1_7_2013-01-04,11857.911900000001
1_8_2013-01-04,38569.35900000002
1_9_2013-01-04,17948.688399999995
1_10_2013-01-04,26255.5718
1_11_2013-01-04,24443.383500000025
1_12_2013-01-04,7967.921999999997
1_13_2013-01-04,39921.13919999999
1_14_2013-01-04,15332.22789999999
1_16_2013-01-04,6246.7603999999965
1_17_2013-01-04,8695.931900000003
1_18_2013-01-04,6420.8186
1_19_2013-01-04,923.3355000000001
1_20_2013-01-04,3370.3414999999973
1_21_2013-01-04,7570.699100000002
1_22_2013-01-04,7352.583899999999
1_23_2013-01-04,17263.142099999994
1_24_2013-01-04,6065.168699999997
1_25_2013-01-04,6685.790899999998
1_26_2013-01-04,4411.017699999997
1_27_2013-01-04,1936.0985999999996
1_28_2013-01-04,739.6791000000001
1_29_2013-01-04,4787.650600000001
1_30_2013-01-04,2738.3464000000017
1_31_2013-01-04,3100.951400000001
1_32_2013-01-04,4455.535600000004
1_33_2013-01-04,3814.750600000001
1_34_2013-01-04,8474.1598
1_35_2013-01-04,2039.2960000000014
1_36_2013-01-04,927.3368
1_37_2013-01-04,3006.965400000003
1_38_2013-01-04,89518.63979999995
1_40_2013-01-04,64415.23269999994
1_41_2013-01-04,380.97919999999993
1_42_2013-01-04,7693.491200000003
1_44_2013-01-04,4200.127100000004
1_46_2013-01-04,16683.954099999995
1_48_2013-01-04,736.41
1_49_2013-01-04,10564.849199999999
1_52_2013-01-04,1737.2820999999985
1_54_2013-01-04,35.82240000000002
1_55_2013-01-04,12645.232800000005
1_56_2013-01-04,979.2099999999996
1_58_2013-01-04,2182.8613
1_59_2013-01-04,519.8994000000004
1_60_2013-01-04,1264.604000000001
1_67_2013-01-04,6875.946500000003
1_71_2013-01-04,2680.777699999999
1_72_2013-01-04,38165.06340000001
1_74_2013-01-04,12503.2834
1_79_2013-01-04,42997.778199999935
1_80_2013-01-04,17410.546600000005
1_81_2013-01-04,30327.322200000017
1_82_2013-01-04,20091.095499999992
1_83_2013-01-04,6225.889799999997
1_85_2013-01-04,3030.944299999997
1_87_2013-01-04,60986.35650000007
1_90_2013-01-04,87665.29910000003
1_91_2013-01-04,67365.27119999999
1_92_2013-01-04,146444.63330000004
1_93_2013-01-04,73445.33009999996
1_94_2013-01-04,65535.11450000001
1_95_2013-01-04,114672.8351
1_96_2013-01-04,31295.4427
1_97_2013-01-04,35999.3198
1_98_2013-01-04,11700.271100000004
1_1_2013-01-11,18857.931199999977
1_2_2013-01-11,45303.86379999999
1_3_2013-01-11,13488.997700000009
1_4_2013-01-11,36220.5103
1_5_2013-01-11,22965.64510000001
1_6_2013-01-11,2960.8609
1_7_2013-01-11,10093.483799999998
1_8_2013-01-11,36166.4727
1_9_2013-01-11,16921.485699999997
1_10_2013-01-11,26278.559400000016
1_11_2013-01-11,23844.524099999988
1_12_2013-01-11,8071.644199999994
1_13_2013-01-11,38550.68770000001
1_14_2013-01-11,15303.4158
1_16_2013-01-11,7053.209400000001
1_17_2013-01-11,8730.438100000007
1_18_2013-01-11,3397.199300000001
1_19_2013-01-11,767.3368000000008
1_20_2013-01-11,4059.5854000000018
1_21_2013-01-11,7433.690999999997
1_22_2013-01-11,7735.5925999999945
1_23_2013-01-11,16227.607799999989
1_24_2013-01-11,3788.486600000001
